1	11.0067
2	11.803
3	12.017
4	12.017
5	11.9511
6	12.1734
7	11.6877
8	11.128
9	9.6218
10	9.7617
11	10.4943
12	11.5314
13	11.1939
14	11.3009
15	10.9223
16	10.198
17	10.0663
18	10.165
19	10.2885
20	10.6918
21	10.8482
22	10.7824
23	10.9305
24	10.9305
25	10.8647
26	10.7083
27	10.4943
28	10.2803
29	10.4943
30	10.5519
31	10.593
32	11.021
33	10.8317
34	10.914
35	11.0293
36	11.0704
37	10.9058
38	11.1363
39	11.449
40	11.1445
41	11.1034
42	10.8976
43	10.84
44	10.6177
45	10.8482
46	11.0293
47	10.7988
48	10.7494
49	10.9717
50	11.3997
51	11.2021
52	11.449
53	11.877
54	11.6301
55	11.556
56	11.5972
57	11.5231
58	11.2021
59	11.1445
60	11.3667
61	11.2021
62	11.3832
63	11.2515
64	11.3585
65	11.3585
66	11.3585
67	11.3585
68	11.663
69	11.7207
70	11.803
71	11.7865
72	11.7618
73	11.9347
74	11.9264
75	11.877
76	12.0005
77	12.2227
78	12.017
79	11.984
80	11.8935
81	11.77
82	11.6795
83	11.77
84	11.6466
85	11.5396
86	11.6548
87	11.877
88	11.7042
89	11.5807
90	11.5643
91	11.663
92	11.7042
93	11.663
94	11.663
95	11.8359
96	11.5643
97	11.4079
98	11.3667
99	11.6877
100	11.5725
